,0,3,6,9,12,15,18,21
371,0,"-1,5","-1,1","-1,7","2,1","2,5","0,4","0,6"
372,"0,9","-2,6","-3,1",0,"1,5","1,1",0,0
373,"-1,2","3,5","-0,2","0,5","2,8",3,"2,5","2,5"
374,"8,6","2,6","-0,4","0,7","3,6","4,9","0,3","-0,8"
375,3,"3,3",3,"3,7","6,6","8,7","8,3","8,9"
376,"3,1","5,8","3,1","3,7","5,1",7,"5,3","4,2"
377,"6,4","2,4","5,1","4,9","5,8","7,1","6,9",4
378,5,"4,6","2,5","2,5","5,8","6,5","5,9","6,7"
379,"5,5","6,1","3,6","3,6","6,1","7,3","6,9","5,9"
380,"5,6",7,"5,8",6,"8,3","9,4","7,7","6,3"
381,7,"7,3",6,"5,6","5,3","5,5","5,3","5,2"
382,"7,2","5,8","7,4","7,5","7,1","7,3","7,1","6,8"
383,"5,8","5,7","5,9","6,3","7,6","7,8","7,4","7,2"
384,"5,5","-0,1","5,7","5,5",6,"6,4","5,9","5,6"
385,"1,5","-0,1","-1,5","1,1","6,5","7,7","4,1","4,7"
386,"1,6","1,7",-1,1,"6,8","8,5",4,"2,6"
387,"0,4","5,6","0,3","2,8","6,7","7,4","4,2",3
388,"4,8","7,8","6,5","7,6","10,2","11,6","9,6","3,4"
389,"7,2","12,5","7,9","8,3","9,2",10,"9,3",5
390,"13,4","6,2","10,6",11,"13,9","14,5","10,8","7,4"
391,"5,7","1,7","7,6","9,5","13,2","14,7","13,2","13,4"
392,2,"0,4","2,2","3,3","5,6","7,1","6,6","6,2"
393,"2,4","2,7","-0,3","1,9","3,1","3,6","2,7","1,6"
394,"4,4","5,1","1,9","3,7","7,8","8,3","5,7","4,1"
395,7,"8,3","2,7","4,6","8,2",9,"8,3","7,3"
396,"7,8","4,9","9,8","10,7",13,"15,3","11,1","8,9"
397,"6,3","6,6","3,2","4,3","7,5","8,2",5,"5,9"
398,"6,4","9,1","5,3","9,9","15,5","16,1","14,1","10,8"
399,"9,8","9,3","8,1",11,"20,4","20,7","15,6","10,5"
400,11,"10,2","5,4","10,8","15,1","19,3","17,5","13,4"
401,"12,5",12,"7,8","11,5","16,2","19,8","16,8","12,5"
402,"12,3","8,6",10,"10,3","14,4",17,"14,6",13
403,"10,7","10,5","6,8",9,"14,5","15,8",14,"12,7"
404,"12,9","9,5","8,2","10,9","16,4","17,8","15,3",13
405,"10,7","8,3","6,2",10,"17,3","19,8","15,9","12,8"
406,"9,4","16,8","6,2","11,4","18,9","20,2","15,8","13,6"
407,"8,2","6,8","5,4","11,1","19,4","20,7","16,3",12
408,"8,7","6,6","4,8","8,6","15,8","19,7","16,1","11,3"
409,"8,2","3,2","6,7","10,7","17,8","19,3","15,3","10,2"
410,"7,2","7,5","1,3","9,3","20,5","21,9",17,"12,4"
411,"11,7","10,2","4,4","12,7","19,5","20,3",16,"9,5"
412,"12,7",14,"8,8","13,3","19,8","21,2","17,8","12,9"
413,15,"10,7","12,4","13,7","20,9","21,9",18,"13,8"
414,"13,1","12,3","9,6","14,4","18,6","21,5","18,4","16,2"
415,"15,7","10,5",9,"11,7","18,8","18,7","16,7","12,3"
416,"12,9","11,6","9,4","11,3","16,8","19,6","17,7","12,2"
417,"14,3","11,5","9,2","12,3","18,2","20,9","18,3","15,5"
418,"13,6",11,"9,4","13,8",21,"24,3","20,9","17,7"
419,"13,1","7,3","10,5",14,"21,4","20,7","17,6","15,9"
420,"9,6","10,3","5,7","14,2","22,4","24,6","21,3","11,8"
421,"12,8","9,3","8,7",14,21,"23,4","18,3","12,7"
422,"10,8","4,2","8,2","13,1","19,3","21,3","18,4","15,1"
423,"5,3","6,1",4,"7,6","13,1","16,1","14,4","12,4"
424,"8,4","3,5","6,4","9,6",12,"13,5","12,4","6,3"
425,"6,3","15,6","7,5","8,7","10,1","12,4","11,6","9,3"
426,"16,6","3,6","10,3","11,4",13,"13,8","10,3","8,3"
427,"4,6","6,8","3,7","10,9","21,2","23,6","22,5","19,1"
428,"9,6",12,"5,2","11,2","15,8","17,1","14,8","7,5"
429,"12,1","12,4","10,5","12,9","16,2","17,8",15,"11,2"
430,"14,5",6,"11,5","13,8","17,9",19,"16,9",12
431,"7,2","3,9","4,9","13,2","20,8","23,1","20,8","17,2"
432,"5,3","13,7","4,3","11,8","17,6","19,8",19,"9,8"
433,"18,9",10,"10,7","13,5",17,"17,7","15,6","8,8"
434,"12,3","10,3","9,1","14,7",20,"22,4","21,6","17,6"
435,"10,2","14,1","10,2","11,8",12,"12,1",16,"13,8"
436,"11,2","13,8","10,9",19,"26,3","27,1","16,9",12
437,"16,1","16,3","11,5","20,2","26,9","26,4","24,8","15,2"
438,"16,2","11,9","13,9","17,5","25,2","27,9","26,2",19
439,"12,1","13,3","9,5",18,"22,4","22,5",21,17
440,"14,7","14,1","12,7","17,5","21,6","24,5","22,1",17
441,"15,7","17,3","11,9","17,4","22,6",25,"23,8","17,6"
442,"19,4","17,6","17,4","20,4","22,8","24,9","22,4","18,1"
443,"19,6","15,7","16,3","24,1",32,"33,5","32,2","22,8"
444,"17,5","7,4","14,8","23,2","31,1","32,2","31,2","22,9"
445,"10,5","13,2","7,5",18,"24,5","27,8","27,6","20,2"
446,"14,5","13,2","12,4","19,8","22,7","23,3","21,8","14,6"
447,"15,7","11,3","12,1","21,4","26,1","22,3","21,8",18
448,"14,6","16,2","10,9","20,4","25,4","25,8","24,8","19,3"
449,"19,3","16,8","14,4","22,4","29,5","29,4",27,"17,8"
450,"16,3","10,9","16,2","18,6",23,"26,4","24,9","20,7"
451,"11,5","7,6","11,1","20,6","27,1","28,5","27,8","19,6"
452,"11,4","6,5","7,3","18,5",24,"25,5","24,7","13,9"
453,"9,6","5,8","4,4","17,2","22,7","24,5",23,"16,3"
454,"7,9","10,1","5,1",16,"20,2",22,"21,1","12,6"
455,"10,3","8,2","9,1","17,6","19,4","19,2","20,3","12,2"
456,"11,9","12,6","7,4","16,9","22,5","22,7","20,7","16,5"
457,13,"15,7",13,"20,1","22,6",25,"23,9",17
458,"12,2","6,2","15,8","20,8","25,5","27,1","25,4","16,6"
459,9,"10,4","6,7","17,3","20,8","21,1","20,4","14,7"
460,"9,3","10,6","10,2","13,9","16,7","18,2","18,7","12,5"
461,"13,2",10,"10,6","14,7","15,5","15,4","13,9","11,8"
462,13,"15,9","8,8","14,8","15,8","18,5","15,6","14,2"
463,"16,7","9,3","15,1","17,3","19,1","17,6","19,3","15,8"
464,"13,1","10,8","10,1","20,6","24,7","26,6","20,1","19,5"
465,"12,4","12,1",10,20,"23,9","24,7",24,"16,9"
466,"13,6",14,"11,7","20,5","24,1","24,2","24,8",19
467,"16,8","14,9","12,7","20,6","24,9","25,4","24,1","18,1"
468,"15,6",15,"13,1","22,7",28,"28,1","26,5","21,1"
469,"15,7","12,3","14,9","23,5","28,5","30,5","28,8","21,4"
470,"13,8","8,1","11,4","21,1","25,2","27,8","27,3","21,4"
471,"11,3","10,2","8,3","20,4","24,3","25,6","24,3","18,1"
472,"10,6","8,5","11,6",17,"21,7","23,6","21,6","14,9"
473,"10,7","14,8",11,"13,4","19,8","21,9","17,2","13,3"
474,"15,8","14,8","14,5","16,6","20,8","15,8","18,8",15
475,"19,1","20,1","13,1","20,5","24,6","25,5",24,"18,5"
476,"21,2","14,4","19,5","19,8","24,2","27,3","25,1","20,8"
477,"16,5","13,7",13,26,"30,4","31,6","31,9","24,7"
478,16,"12,6","14,2","24,4","27,5",29,"28,6","22,3"
479,"12,7","7,3","10,9","23,3","25,9","27,4",27,"20,9"
480,"10,5",9,9,"21,8","25,3","26,4","25,8","18,9"
481,"12,5","8,4",10,"18,3","22,2","23,4","22,9","16,3"
482,"11,2","15,8","11,4","19,3",22,"23,5","20,4","15,9"
483,19,"14,1","14,3","19,2","20,2","21,5","22,3",15
484,"14,6",13,"15,2",22,"19,6","26,2","23,2","18,2"
485,"15,3","10,9","14,8","23,1","26,3",27,"21,1","17,9"
486,"13,4","14,1","13,6","22,3","25,4","27,4","26,1","20,3"
487,"14,3","13,3","13,1","20,8",23,"22,1","23,8","17,5"
488,"13,4","14,7","13,5","19,5","22,6","23,2","21,3","17,9"
489,"16,6","13,1","14,2",19,"21,1","23,1",23,"19,1"
490,"16,6","16,5","13,2","15,1",18,"19,3",20,"17,2"
491,20,19,"16,6","20,1","19,2","19,2","19,5","17,6"
492,"20,9","14,2","19,1","25,3","31,8","28,4","22,5","21,4"
493,"14,6","11,2","15,9","19,6","24,1","29,1","28,9","23,2"
494,"13,1","9,3","13,3","24,4","27,2","29,6","28,7","22,4"
495,"12,5","10,6","11,7",22,25,"26,8",26,"18,1"
496,"11,9","21,9","12,8","19,8",24,"24,3","23,6","17,3"
497,"22,7",26,"20,3","22,2","20,5","18,5","19,9","15,6"
498,"28,8","18,9","26,1","31,5","36,7","37,5",33,"27,3"
499,"20,6","19,9",20,"28,5","33,7","36,5",36,30
500,"21,9","20,5","19,3","26,1","27,5","30,6","30,2","24,8"
501,"21,6","20,4","21,7","25,3","28,6","31,8","30,1","25,2"
502,"19,8","16,6","21,4",27,"26,8",31,28,"23,6"
503,"17,6","14,2","17,2","26,4","28,8","30,5","27,5","24,3"
504,17,"14,8",16,"23,4","26,8","27,3","27,6","22,4"
505,"16,6","9,3","17,1","23,1","21,1","19,9","21,8","19,2"
506,"13,4","16,5","11,4",19,"21,6","23,1","23,3","18,2"
507,"17,4","18,9","16,7",21,"23,6","24,5","23,1","17,5"
508,"20,4","11,7","19,3","23,5","27,2","28,1","24,5","21,8"
509,"13,7","12,8","15,2","22,2",25,"26,5","25,9","21,6"
510,"14,8","12,1","13,8","18,7","20,6","22,2","22,1","17,4"
511,"14,9","13,2","12,4","17,7","19,3","20,8","20,9","16,7"
512,"14,1",14,"13,3","14,4","17,2","22,9","23,8","18,7"
513,"15,2","15,1","15,6","16,7","18,8","19,3","16,6",15
514,"16,1","15,6","14,7","14,6","17,8",22,"20,8","17,8"
515,17,"15,6","17,7","22,8","22,7","21,2",22,"19,1"
516,"16,7","16,4","18,2","23,1","28,2",29,"28,2","23,8"
517,"19,2","14,4","17,6","22,8","25,3","25,5","25,2","21,4"
518,"17,2","12,3","16,2","26,3","28,8",26,"26,5",20
519,"14,9",15,"15,1","24,4",28,"29,4","29,3","24,3"
520,15,"14,4","17,4","21,8","25,7","27,1","26,9",21
521,"15,9","14,1","14,8","19,1","23,6",25,"23,3","19,6"
522,15,"17,1","12,5","13,8",18,"20,8",21,"18,5"
523,"19,1","16,7",18,"21,7","17,9","17,4","20,4","17,7"
524,"17,5","14,6",19,"26,7","29,9",31,"30,2","22,4"
525,"16,1","13,5","16,4","25,7","28,1",29,"28,1","23,1"
526,"16,8","14,9","15,1",25,26,"27,1","26,8","20,6"
527,"17,3","15,6","17,5","23,9","25,4","25,5","25,3","20,7"
528,"17,1","16,2","17,6","23,5","21,3","25,9","26,3","22,1"
529,"16,3","13,8","16,1","22,6","25,4","21,8","21,7","18,8"
530,"14,1",12,"14,4","17,7",20,20,22,"18,8"
531,"13,2","14,3","13,1","17,1","21,5","22,3","21,3","14,4"
532,"14,7","13,5","13,8","16,2","20,4","16,3","21,2","16,7"
533,"13,9","12,2","14,9","18,3","21,4","21,6","15,8","15,2"
534,13,"9,8","12,2","16,3","20,9",17,"18,4","16,7"
535,"12,1","11,1",11,15,"18,8","20,6","15,9","14,6"
536,"11,9","18,3","12,7","17,3","18,4","15,4",16,15
537,"20,3","14,9","18,8",23,"24,4","20,1","18,6","14,2"
538,"17,1","8,1",16,"21,7","25,2",27,"25,7","22,4"
539,"10,2","9,6","7,6",17,19,"20,7","21,2","17,5"
540,"10,1","10,5","9,7","13,1","15,2","16,1","15,5","13,1"
541,"10,4",2,"10,8",12,"16,5","13,9","11,4","10,2"
542,"5,2","7,4","5,1","13,8",17,"18,2","17,4","14,3"
543,8,5,"7,6",11,"8,6","14,5","9,8",8
544,"6,7","1,7","5,8","12,9","15,9","13,5","12,7","9,4"
545,3,"4,1","4,5","11,7","14,1","15,8","15,2","10,4"
546,6,"4,1","7,9","8,5",8,"13,3","12,1","6,9"
547,"3,6","3,8","5,7","10,8","13,6","13,1","14,1","10,1"
548,6,"6,2","4,4","8,3","11,9","12,4","12,7","6,4"
549,"9,8","5,5",7,"15,4","17,7","16,9",15,"9,7"
550,"5,9",2,8,"13,2","16,1","16,9",15,"12,2"
551,"3,6","8,2","3,4","11,3",14,14,"12,5","9,2"
552,"6,9","2,5",9,"8,8","8,6","11,8","12,1","7,1"
553,"3,4","13,8","3,5","12,1","13,9","13,7","15,7",8
554,"17,8","8,1",12,"5,8","7,2","9,7","11,2","5,8"
555,"9,9","8,7","9,3","18,5","22,4","24,8","23,5","20,2"
556,"8,9","10,1","8,7","10,6","14,5","16,8","17,5","13,1"
557,"9,8","5,7","9,4","9,6","9,7","10,3","9,8","9,5"
558,"7,5",10,6,"9,8","15,3","16,5","12,5","11,4"
559,"12,2","13,6","10,5","13,5","13,9","12,9","13,9","11,1"
560,"13,8","14,3","13,4","17,4","20,7","21,1","21,5","16,3"
561,"14,6","17,1","14,7","14,3",16,19,"17,7","15,7"
562,"20,6","15,8","15,9","20,7","24,8","23,6",20,"15,5"
563,"18,2","13,3","14,5",19,"24,3","25,5","24,3","20,3"
564,"13,5","6,2","12,1","17,5","23,2",19,"19,7","17,4"
565,"6,9","4,6","6,1","8,5","13,6","18,2","19,3","15,8"
566,"8,2","10,1","1,1","13,9","20,2","16,6","10,4",8
567,"14,5","2,2","11,9",14,"15,6",17,"16,4",11
568,"1,8",3,5,"14,2","18,4","19,9","20,1","17,9"
569,"5,4","5,3","1,3","7,5","9,6",9,"10,3",4
570,"5,8","11,5","4,4","9,5","13,8","11,7","8,7","5,8"
571,"12,9","8,3","10,8",14,18,"19,5","18,5","7,6"
572,8,"2,5","6,4","12,3","16,9",18,"15,4","13,7"
573,5,"-0,8","0,3","7,1","11,8","13,5","12,8","11,2"
574,-1,"4,7","-1,5","3,4","7,6","9,7","9,8","5,1"
575,"5,3","3,7","3,1","5,7","6,1","7,2","3,4","1,7"
576,"4,5","0,5","3,3","3,9","5,1","4,7","3,5","4,6"
577,"0,7","-0,2","0,9",6,"9,3",8,"7,4","5,3"
578,"-0,1",1,"-1,4","5,9","8,7","9,6","7,7","3,3"
579,"1,6",5,0,"4,7","8,3","7,2","6,6","2,5"
580,"5,6","0,8",4,4,"6,8","6,9","6,1","4,7"
581,"0,6",9,"1,1","3,3","5,5","8,2","6,2",5
582,"10,3","5,1","8,1","5,8",1,"3,5","4,1","1,3"
583,"7,3","-3,8","5,3","10,3","14,4","18,2","17,2","12,7"
584,-1,"1,2","-4,2",5,"9,9","13,9",14,"7,8"
585,"1,4","3,3","0,2","2,9",6,"5,6","4,6",0
586,"4,6","6,7","2,1","4,9","7,5","5,5","5,6","1,9"
587,"7,6",3,"6,1","13,5","16,7","15,2","10,3",5
588,"6,6",4,"1,5",9,"14,3","15,6","15,4","10,2"
589,"-0,1","-6,5","5,7",11,"16,4","16,8","13,5","10,3"
590,"-2,9","-2,7","-7,3",1,"4,9",7,"6,4","0,8"
591,"-1,1","-0,8","-4,4","1,4","3,2",5,"2,8","-2,4"
592,1,"2,3","-3,4","3,8","8,4",9,"3,1","0,1"
593,"4,1","2,9","1,5","8,9",13,"12,3","10,4","7,6"
594,"4,8","-1,5","0,6","6,9","10,2","12,2",12,"6,2"
595,"-0,7","-5,6","-0,3","2,6","6,7","8,9","8,5","6,6"
596,"-2,6","7,5","-7,3","-1,3","1,1",3,"2,7",0
597,"9,4","6,7","1,2","2,9","4,2","3,9","1,4","-0,6"
598,"10,3","4,7","4,9","7,9",12,"15,3",14,"11,5"
599,"7,9","3,1","2,6","8,3","15,9",17,"14,5","11,7"
600,"5,8","-0,3","0,3","6,8","13,2","14,4","13,2","7,7"
601,4,"-0,9","-3,6","5,4","15,1","16,9",15,"9,1"
602,0,"-6,3","-1,3","5,3","12,1","15,2","12,8","7,4"
603,"-4,2","-8,1",-7,"-0,3","5,8","8,4","7,7","0,3"
604,-7,"-3,6","-9,1","-2,5","1,9","4,2","2,7","-2,6"
605,"-2,9",-2,"-4,5","-4,1","-1,7","0,1","-0,7","-3,5"
606,"-0,8","-0,6","-2,7","-2,4","-1,2","-0,3","-0,1","-1,3"
607,"1,8",4,"-2,1","2,3","5,9","6,3","0,9","0,3"
608,"8,2",1,"2,1","5,2","8,7","6,8","4,7","0,8"
609,"3,1","-1,9","0,4","5,2","10,1","11,6","12,3","10,1"
610,"-0,4","-2,1","-3,5","3,5","8,5",10,"8,7","4,8"
611,"-2,3","-3,7","-4,6","0,2","6,1","8,9",7,"2,4"
612,"-4,1","1,7","-3,4","-2,7","-1,2","0,6","0,2","-2,8"
613,"2,8","2,3","0,9","-2,3","-3,5","-3,8","-3,9","-3,7"
614,"3,2","5,3","2,2","4,2","7,4","9,5","3,3","0,7"
615,"5,5","6,3","6,8","8,6","10,1",11,"9,1",5
616,"8,9","5,5","6,1","6,7","8,8",9,"7,8","5,2"
617,"9,1","5,4","2,9","5,8","11,7","16,7","13,3","9,2"
618,"5,6","5,9","5,5","10,5",16,"17,7","15,5","11,4"
619,"6,8",5,"5,6","6,7","9,4","11,4","9,9","5,7"
620,"5,3","5,6","4,7","5,2",12,"15,5","12,6","8,3"
621,"6,8","1,1",4,"4,1","7,5","7,9",6,"5,3"
622,"1,1","2,9","1,1","1,8",3,"5,1","5,3","6,9"
623,"3,2","2,5",2,"2,9","4,9",3,"3,3","2,4"
624,"2,3","2,8","2,4","2,6","4,2",5,"4,2","3,5"
625,"3,8",2,"1,9",2,4,"3,5",2,"1,8"
626,"2,1","-3,4","1,7","2,1","3,9","5,3",5,"3,9"
627,"-1,9","-3,5","-5,1","-2,2","2,6","4,3",3,"2,8"
628,"-2,6","5,8","-3,7","-2,6","0,3","1,8","0,6","-1,3"
629,"6,3",2,"2,7","2,1","0,8","0,3","-0,2","-1,5"
630,3,"-5,7",2,"2,4","3,8","4,3","3,6","3,9"
631,"-4,1",0,"-8,2","-4,7","-0,3","1,4","1,5","2,8"
632,0,1,"-0,2","-0,3","-0,2","0,5","-0,9","-3,1"
633,1,"-0,2",1,"0,9","1,6","2,2","0,7","0,1"
634,"-1,8","-2,4","-0,3","-0,1","0,4","0,1","0,1","0,5"
635,"-2,5","-0,3","-2,1","-0,2","4,3","4,4",2,-1
636,"0,1","1,4","-0,4",-1,"4,2","5,3","2,7","-0,4"
637,"1,6","0,9","1,3","1,2","4,2","4,6","2,1","0,1"
638,"1,7",2,1,"1,2","1,9","3,7","2,4","1,3"
639,"2,5","0,4","1,5","1,2","1,9","2,3","1,6",2
640,"1,5","-2,7","-0,7",0,2,"2,3","2,4","2,6"
641,"-3,1","-1,3",-3,"-1,5","0,2","1,2","0,6","1,1"
642,"-0,7","-7,6","-0,8","-1,6",1,"1,2",-1,"-3,7"
643,"-7,2","-5,3","-8,4","-8,2","-3,3",-2,"-0,9","-1,8"
644,"-5,3","-3,8","-5,1","-4,9","-3,8","-3,3","-4,4","-5,2"
645,"-2,4","-7,5","-4,6","-6,1","-4,4","-2,9","-4,2","-5,5"
646,"-7,7","-6,6",-6,-4,"-2,5","-0,5","0,1","-1,5"
647,"-7,5",-19,"-6,2","-7,6","-5,2","-4,5","-6,2","-6,8"
648,"-15,2","-11,4","-19,8","-17,7","-9,1","-6,6","-8,6","-9,1"
649,"-9,8","-4,2","-11,2","-10,7","-9,6",-9,"-10,9","-14,2"
650,"-4,2","-8,1","-6,2","-7,4",-8,"-7,5","-8,5",-9
651,"-4,7","-3,5","-9,3","-9,6","-4,5","-3,5","-3,6","-3,6"
652,"-2,7","0,2","-4,8","-5,1","-2,7","-2,2","-3,7","-3,6"
653,1,"3,2","0,6","0,2","0,3","0,3","-0,8","-1,2"
654,"3,3","0,4","2,2","2,7","2,8","2,4","1,6","1,1"
655,"0,1","0,5","0,5","0,4","0,8","1,2","0,8","1,8"
656,"0,7","0,8","-0,1","-0,1","0,7","0,6","0,1","0,2"
657,"1,1","0,3","0,8","0,9","1,4","1,1","0,9","0,8"
658,"0,1","-0,1","0,6","2,1","2,1","2,2","2,1","1,5"
659,"-0,2","-2,9","-0,1","-0,3","0,7","0,9","0,4","0,5"
660,"-0,7","0,5","-4,2","-3,8","-2,4","-1,5",-1,"-0,6"
661,"-1,8","-0,8",1,"1,4","2,3","2,3","0,7",0
662,"0,2","0,2","-1,3","-1,7","-0,9","-0,5","-3,8","-2,7"
663,"-0,8","-11,3",1,"1,3","1,5","1,7","1,7","1,6"
664,"-10,4","-1,4","-10,1",-10,"-5,8","-4,8","-2,6","-1,5"
665,"-1,2","2,2","-3,7","-3,6","-2,6","-2,4","-5,1","-7,5"
666,"0,8","0,5","2,3","1,3","1,4","0,9","-0,1","-0,7"
667,"0,4","-3,7","0,6","0,1","0,6","0,3","0,6","0,7"
668,"-3,9","-0,6","-3,1","-2,2","-1,1","-0,1","0,3","0,4"
669,0,"0,9","-1,4",-2,"-2,3","-1,2","-1,8",-3
670,"0,5","0,7","0,7","0,8","1,6","1,7","1,1","0,9"
671,"0,8","-0,2","0,5","0,6","1,4",2,"1,2",1
672,"-0,2","-0,8","0,2","0,4","1,1","1,1","0,5","0,8"
673,"-1,5","1,1","-0,9","-0,7",0,0,"0,2","0,2"
674,"1,2","-3,8","0,8","-0,1","-0,3","-0,7","-0,9","-1,4"
675,-4,"-2,3","-3,7","-2,6","-0,9","-0,1",0,"0,9"
676,-2,"-0,6","-2,4","-2,9","-2,3","-2,8","-5,1","-4,4"
677,"-0,5","-2,4","-0,9","-0,9","-0,3",-1,"-1,6","-1,9"
678,"-2,3","-4,4",-1,"-0,6","0,1","0,1","-0,2","-0,1"
679,-4,"-10,8","-6,4","-5,7","-3,3","-2,5","-2,7","-2,7"
680,"-11,9","-3,8","-8,9",-7,"-4,4","-2,9","-3,8","-4,4"
681,"-3,5","-2,4","-4,3","-4,5","-1,9","-1,7","-3,8","-6,4"
682,"-1,7",0,"-2,6","-4,5","-2,4","-1,3","-2,7","-4,2"
683,"0,6","-0,6","-0,1","-0,2","0,5","0,7","0,1","-0,9"
684,"-0,2","-0,1","-1,1","-1,5","-1,7","-0,7","0,8",1
685,0,"-8,8","0,1",0,"0,7","0,5","0,4",0
686,"-6,5","-0,1","-6,3","-4,9","-3,6","-1,8","-1,8","-0,5"
687,"-0,4","-2,4","0,5","1,1","1,5","1,2","-0,3","-1,9"
688,"-3,4","-5,5","-1,7","-1,3","-1,5","-1,2","-1,3","-0,7"
689,"-5,3",-6,"-5,7","-5,9","-5,2","-5,2","-4,9","-3,7"
690,"-5,7","-7,2","-7,5","-7,9",-7,"-5,9","-5,8","-5,2"
691,"-6,9","-9,3","-8,5","-8,3","-5,9","-5,1","-5,4","-5,2"
692,"-8,8",-7,"-9,8","-10,5","-5,4","-4,4","-6,1","-6,9"
693,"-7,1","-2,6","-7,8","-6,8","-4,7",-3,"-4,7","-5,6"
694,-1,"-0,2","-4,8","-4,7","-1,8","-1,1","-3,5","-4,5"
695,"0,7",2,"-0,6","0,2","-0,1","-0,9","-0,7","-0,5"
696,"1,2","-1,8","2,1","2,1","3,3","3,6","3,4","1,6"
697,"-1,1","-3,7","-1,3","-1,2","-0,2",1,"1,1","0,5"
698,"-2,8","1,8","-3,7","-3,7","-2,4","-1,1","-1,5","-1,7"
699,"2,6","3,6","0,9","0,3","1,4","1,9","-1,1","-2,5"
700,"3,2","2,7","4,1","4,4","4,6","4,5","3,6","2,8"
701,"2,8","1,7","2,3","1,9","2,8","2,5","2,5","2,7"
702,"2,1","-0,1","1,5","0,2","1,6","1,4","0,5",1
703,"0,1","-1,4","0,2",1,"2,4",2,"1,5",2
704,"-1,8","-5,6","-0,8",0,"0,2","0,4","0,4","0,5"
705,-3,"-2,2","-5,7","-4,5",-3,"-2,3","-1,8","-1,3"
706,"-2,2",1,"-2,1","-2,2","-2,9","-3,6","-2,9","-3,4"
707,"1,1","0,3","0,8","0,4",2,"2,1","-1,2","-1,6"
708,"0,5","1,4","-0,1","-0,1","0,4","0,8","0,7",1
709,"1,8","-1,2",1,"1,1","1,4","2,1","2,2","1,3"
710,"1,2","3,6","-0,1","0,4","2,6","2,8","2,7","2,8"
711,"2,4","-1,3","2,7","2,3","2,9","2,6","2,3","2,2"
712,"-0,5","0,9","-2,5",-3,"1,2","0,7",1,"1,2"
713,"0,7","-2,5","1,3","0,7","1,2","2,6","0,5","0,2"
714,"-2,4","-5,2",-2,"-0,3",-4,"1,3","1,3","0,9"
715,"-6,4",-2,"-4,3","-4,1","-2,3",-3,"-3,1","-2,6"
716,-2,"-6,9","-2,5","-2,9","-6,4","-4,3","-4,8","-6,2"
717,"-6,4",2,"-6,9","-4,6","-0,3","-0,9","-1,6","-2,1"
718,"1,5",0,"1,5","1,4",2,"-1,3","-2,1","-1,8"
719,"-0,2","-2,4","0,6","1,4","-1,6","2,8","2,7","2,6"
720,"-1,8","-3,4","-2,6","-2,3",-2,-1,"-0,3","-0,3"
721,"-4,4","-7,6","-2,9","-2,4","-3,4","-1,4","-2,3","-1,8"
722,"-8,8","-9,7","-7,1","-5,8","-4,7","-1,7","-3,3","-4,5"
723,"-8,5","-11,8","-11,6","-10,9","-2,6","-2,6","-6,6","-8,3"
724,"-10,8","-14,2","-13,1","-13,3",-4,"-0,6","-4,7","-7,1"
725,"-12,6","-13,9","-15,5","-14,5","-5,1","-0,5","-6,4","-8,7"
726,"-13,3","-13,4",-15,"-13,5","-6,5",-1,"-4,5","-10,4"
727,"-12,9","-7,7","-15,7","-13,5","-6,7","-3,4","-7,4",-12
728,"-5,9","4,4","-8,8","-10,1","0,1","-5,3","-8,2","-11,2"
729,"4,4","2,5","4,3","1,5","3,1","-0,5","-5,3","-6,6"
730,"2,6","1,6","2,4","2,2","3,5",4,"3,9","4,5"
731,"1,6","1,8","1,9","2,8","3,1","4,2","3,5","3,1"
732,"1,1","-1,1","2,5","2,8","5,3",3,"2,5",2
733,"0,4","-0,6","-0,6","1,1","3,7","5,8","2,4",0
734,"0,6","-1,3","0,5","0,5","4,8","5,1","0,7","0,4"
735,"-1,3","3,9","-1,6","-0,5","5,7","6,4","2,9","1,8"
736,"5,5","5,6","1,3","-0,3","10,1","6,6",1,"-1,7"
737,"5,8",4,"6,4","7,9","4,6","8,2","7,3","6,7"
738,5,"1,4","2,8","3,9","3,9","4,8","5,4","5,6"
739,"1,5","3,2","2,3","3,1","3,8","4,7","4,6","4,9"
740,"5,2","7,1","3,2","3,6","7,4","3,9","2,8","2,9"
741,"7,7","12,9","7,3","7,6","12,1","7,2","5,2","4,8"
742,"11,8","10,7","13,4","12,6","11,5","11,1","8,7","8,2"
743,"10,4","7,1","9,9","10,7","8,4","12,9","11,7","10,5"
744,"5,5","1,8","8,3","9,3","5,1","11,8","10,3","9,3"
745,"1,7","-3,5","1,2","2,2",4,"7,4","5,5",4
746,-3,"-3,3",-4,"-2,1","0,3","3,4","2,4","2,2"
747,"-3,2",-4,"-2,2","-1,3","-0,2","1,3","1,2","-1,1"
748,"-3,3","-1,8","-4,3","-2,6","-2,3","0,5","-1,9","-3,6"
749,"-0,8","3,9","-2,3","-2,9","3,3","-1,9","-3,3","-4,6"
750,"4,2","-1,2","4,1","3,5","6,1","1,8","-0,3","-0,4"
751,"0,4","8,9","-1,3","1,4","13,2","9,4","5,3",4
752,"9,8","9,2","8,9","10,2","11,4","13,4","6,2","6,3"
753,"9,3","8,9",9,"9,1","13,4","14,3","12,7","11,4"
754,"7,8","8,6","7,1","7,8","11,3","11,5","9,7","9,6"
755,"9,2","9,9","8,3",9,"12,9","13,1","11,3","10,3"
756,11,"6,5","9,3","9,2","12,2","14,3","11,5","8,3"
