,0,3,6,9,12,15,18,21
757,"6,4","12,2","7,4","10,3","13,5","12,3","12,4","11,9"
758,"12,3","8,2","9,8",11,"16,8","13,7","11,5","10,7"
759,"8,9","5,3","7,5","10,5","15,6","18,7","15,5","13,9"
760,"5,1","6,5","5,1","8,9","15,2","17,4","14,4","11,6"
761,"9,5","8,5","3,9","6,3",17,"17,3",13,"7,4"
762,"10,4","3,2","7,4","10,2","13,9","18,6","12,5","12,5"
763,"4,2","1,8","4,6","7,9","7,8","17,1","14,5","12,2"
764,"5,8","15,1","1,2","4,1","18,6",10,"6,8","4,3"
765,17,"8,8","13,1","14,6","15,3","18,1","11,9",10
766,"9,6","11,8",9,"10,8","15,4","16,2","14,7","14,8"
767,"11,9","8,4",12,"12,4","14,6","13,4","11,7","11,9"
768,"8,6","10,7","7,7","9,4","12,6","14,2","12,5","11,5"
769,"11,6",7,"8,8","9,8",10,"12,9","11,4","10,2"
770,"6,4","-2,2","7,2","6,7","7,3","8,9","9,3","10,3"
771,"-1,3","2,3","-2,6","0,2","0,4","8,6","5,3","4,4"
772,"2,4","2,3","1,5","0,2","3,6","0,9","0,8","-1,8"
773,"3,5","9,5","1,8","2,5","14,8","3,9",3,3
774,"8,6","15,7","11,3","14,4","10,6","14,8","10,9","5,3"
775,"15,6",13,"9,7","9,2","19,8","11,1","10,2","8,9"
776,"11,5","8,5",13,"15,2","19,5","17,4","16,3",16
777,"9,1","10,1","8,2",12,"15,6","20,4","17,2","13,6"
778,"12,2","12,7","7,4","10,9","13,3","17,1","14,5","12,5"
779,"12,4","9,6","12,5","12,9","12,6","13,5","13,9","13,4"
780,10,"7,4","9,5",11,"14,6","14,3",13,"12,4"
781,"7,8",2,"5,5","9,5","11,4","14,8",14,"13,5"
782,4,"6,3","2,9","5,9",9,"13,7","11,7","8,3"
783,"7,3","3,8","6,4","8,3",12,"10,3",9,"5,5"
784,"4,3","3,1","3,2","6,2","9,2","13,8","10,5","9,1"
785,"4,6","0,5",0,"5,8",8,"9,1","7,4","4,6"
786,"2,6","3,3","-1,4",3,"5,8","8,8","6,8","5,8"
787,"3,3","2,6","3,6","4,4","7,1",6,"6,6","2,4"
788,"1,2","4,5","3,4","4,4","9,8","10,2","6,8","4,5"
789,"5,2","6,4","1,7",7,"11,7","9,8",8,4
790,"7,6","6,6","5,5","9,3","12,4","12,1","8,3","5,4"
791,"6,1",5,"8,2","9,7","13,6","13,6","9,2","7,7"
792,"8,2","10,4","4,6","10,8","18,2","10,2","10,3","8,2"
793,"11,6","12,7","7,5","12,8",15,"17,8","15,7","11,2"
794,"12,2","8,3","12,1","13,8","13,5",17,"15,7","12,3"
795,"9,6",14,"4,3","10,6","22,4","16,6","15,9","10,6"
796,15,"13,5","14,6","18,6","25,8","16,5","14,3","12,1"
797,"14,7","8,9","12,7",18,"26,2","27,1","24,2","16,8"
798,"11,2","7,9",9,"18,9","25,1","26,9","23,9","17,4"
799,"11,7","15,5",6,"18,2","24,6","26,8","24,7","14,8"
800,"18,2","15,6","12,1",18,"25,6","26,6","23,8","15,7"
801,"16,8","9,7","15,1","18,5","25,9","26,6","23,7","19,8"
802,"11,5","11,8",8,"18,7","23,3","26,4","24,6","19,1"
803,"11,9","14,8","10,1",18,"21,1","25,5","23,6","14,9"
804,"15,1","10,7","12,8",18,"22,6","15,5","15,6","12,4"
805,"12,5","6,4","8,6","17,6","21,5","24,1","22,7","14,8"
806,"9,3",10,"4,5",16,22,23,"21,4","14,3"
807,"13,8","10,5",9,"14,8",23,"23,8","21,7","14,6"
808,12,"7,5","9,6",20,"23,1","21,8",20,"16,2"
809,"8,5","9,4","5,5","18,2",21,"24,1","23,2","15,3"
810,"11,9","9,3","8,8","15,4","20,1","22,8","21,4","14,4"
811,"12,7","2,5","8,4","16,2","18,2","23,6","21,3","16,2"
812,"5,8","10,9","2,3","12,1","16,2","20,9","20,7","14,4"
813,"12,9","10,6","9,6","12,6","19,1","16,3",14,"9,2"
814,"10,5","9,1",12,"16,7","20,7","23,2","22,5","16,6"
815,"11,5","9,2","7,2","15,6",23,"21,6","21,4",15
816,"10,9","11,4","9,2","18,6","23,8","24,1","22,4","17,1"
817,"14,1","16,9","10,4","19,4","20,9","25,6","24,8","16,2"
818,18,"15,9","17,6","19,1","28,2","20,7","21,4","18,5"
819,"18,6","11,6","13,5","24,5","26,5","29,4","28,5","21,4"
820,"14,2","13,8","12,8","21,5","22,7","28,5","27,6","20,4"
821,"16,1","17,3","11,4","19,6","20,7",25,"24,2",18
822,"19,5","14,8","16,4","19,4","21,1",23,"23,7","18,3"
823,17,"19,4",15,"18,1","20,3",25,"25,6","22,1"
824,"21,4","20,8","19,3","21,2","26,4","20,5","20,9","18,9"
825,"21,6","16,8","23,6","25,6","31,7","25,8","23,5",22
826,"17,7","19,8","18,8","25,7","28,2","33,1","31,8","25,4"
827,"19,3",8,"18,4","25,1","23,2","29,5","29,3","23,5"
828,"10,2","7,1","9,5","18,5","19,6","25,3","24,6","19,6"
829,"9,5","12,9","7,4",15,"14,2",22,"21,5","15,5"
830,"12,9","14,7","12,6","13,5",19,"18,7","19,4","13,4"
831,"14,8","19,8","14,1","17,6",25,"20,5","18,6",14
832,"19,1","15,6","19,9",22,"16,7","26,4","24,3","17,5"
833,"15,5","12,6","15,7",16,"22,5","21,8","22,8","18,7"
834,"13,6","10,1","11,4","18,1",14,"24,7",24,19
835,"10,5","10,4","10,1","11,6","15,5","18,4","19,7","13,2"
836,"13,3","10,2","8,7","12,1","20,4","16,3","14,7","10,7"
837,"11,6","12,5","11,2","15,6","16,2",19,"17,8","15,5"
838,"12,9",13,12,"13,1","14,7","15,9","17,7","12,6"
839,"13,1","8,9","12,6","15,3","17,1",16,16,"13,5"
840,"9,7","9,9",9,14,16,"18,2","17,8",14
841,"9,4","6,2","10,5","11,1","20,2","15,5","14,2","12,1"
842,"8,3","17,8",7,"15,6","19,6","21,2","20,9","16,1"
843,19,"16,6","16,5","16,3","25,7","20,7","19,6",14
844,"19,1","15,2","17,5","22,5","27,2","26,3","26,5","22,3"
845,"17,9","18,1","15,9","21,7","19,1","28,1",27,"21,6"
846,"20,3","16,4","16,7","18,7","23,4","21,4","22,4","19,8"
847,"16,7",18,"16,7","18,2","21,6","23,3",23,"20,4"
848,"18,7","14,6","17,7","20,9","25,3","23,3","23,6",18
849,"14,6","13,2","15,7","23,9","23,8","26,9","26,4","19,3"
850,"15,4","12,7","14,8","21,1","25,7","25,9","26,2","19,9"
851,"16,3","16,8","14,3",23,"25,9","27,5","26,6","21,6"
852,"18,8","12,3","15,5","22,4","23,4","25,4",26,"20,7"
853,"14,8","14,2","13,2","20,5","24,9","24,4","24,2","20,8"
854,"14,8","15,2",15,"21,2","17,5","26,6",19,"17,6"
855,"15,5","9,3","15,5","16,4","25,8","20,9",19,"17,5"
856,"12,7",10,"11,9","24,2","24,9","24,9","21,8","16,8"
857,"12,2",12,"10,9","21,4","22,1","24,5","23,3","19,6"
858,"13,5","12,3",14,"18,9","22,1","22,8","23,1","18,6"
859,"13,5","11,8","12,8","20,1","22,7","22,2",23,18
860,"14,6","10,9","12,7","19,4","20,3",23,"23,1",18
861,"12,5","11,1","12,1","17,3","20,3","22,6","21,5",18
862,"13,8","16,5","12,9","17,4","20,6","19,1","16,6","14,3"
863,"16,7","12,8","17,1","18,5","18,2","21,7","20,3",16
864,"14,2","8,9","13,3","15,5","21,9",19,"18,1","16,8"
865,"11,5",11,"12,6","18,4","16,6","23,1","19,6","14,4"
866,"13,3","9,3","13,5","20,3","21,9","14,9","15,9",14
867,10,"12,7","12,4","18,8","21,4","21,5","21,7","16,7"
868,"13,8","14,1",13,"18,5","25,7","22,2","21,4",15
869,"15,5","16,6","16,1","23,3","27,4","26,9","25,8","19,2"
870,"15,3",10,"18,1","25,1","21,5","27,8","25,8","20,1"
871,"12,4","10,2","12,4","17,6","14,1",23,"22,7","15,3"
872,"8,6","12,1","10,6",13,"16,7","15,8","16,4","12,8"
873,"13,1","18,4","12,3","14,9","23,2","16,9","15,3","12,1"
874,"17,6","18,6",17,"20,8","20,9","23,8","22,3",17
875,"16,9","8,8","17,5","19,7","23,5","20,1","19,9",18
876,"12,3",14,"12,6","20,4","22,5",24,24,"18,8"
877,"16,9","16,5","14,9","22,2","28,4","24,7","24,2","18,6"
878,"18,2","16,9","20,8","25,1","31,4","27,2","25,1","21,1"
879,"18,9","15,6","20,4","29,7","32,6","33,3","32,6","25,1"
880,"16,8","13,9","17,5","28,5",31,"33,5","32,2","24,8"
881,"17,4","12,6","17,7","28,4","28,6","32,1","31,5","25,4"
882,"14,9","14,9","16,7","25,1","26,7","30,1","29,5","24,5"
883,"15,4","12,5",16,"23,1","26,6","28,5","27,7","22,1"
884,"14,6","11,6","15,2","24,1","24,4","27,6","19,3","18,2"
885,"14,6","11,1",14,"20,6","21,9","26,2","24,1","19,8"
886,16,"18,4","12,9","18,2","21,6","21,5","21,7","21,4"
887,"19,9","5,7","18,3","19,8","21,9","21,8",21,"18,3"
888,"9,8","16,9","9,4","18,6","21,2","24,6","24,3","22,3"
889,"19,6","16,4","17,6","19,4","29,6","21,4","20,4","16,3"
890,21,"16,7",19,"26,7","31,2","30,7","29,8",24
891,"19,9","12,4","18,1","27,5","30,5","32,2","30,4","25,9"
892,"15,8",15,"15,9","26,8","30,4","32,1","29,5","23,3"
893,"17,3",16,"18,6","26,6","29,7","28,4",27,"21,8"
894,"18,1","11,2","18,1","25,6","29,3","29,9","29,7","24,1"
895,"14,3","9,6","15,4","25,4","28,5","30,8",30,"23,3"
896,"12,6","8,1","15,4","25,4","24,3","29,3","28,4","22,4"
897,"9,6",13,11,"21,3","20,4","26,1","26,1","20,3"
898,"15,1","15,9","12,6","18,2","25,9","22,2","21,9","16,8"
899,"16,2","12,9","17,3","22,3","24,9","27,2","24,9","19,3"
900,"14,3","17,2",13,"21,8","22,7","25,5","23,3","20,2"
901,19,"16,1","16,5","23,8","30,1","20,4","21,5","18,5"
902,"18,3","16,7","19,3",27,"28,6","31,2","30,6","24,2"
903,"19,5","14,5","18,2","26,5","28,4","30,7","29,6","24,1"
904,17,"10,7","16,7","25,5","25,3","26,6","29,1","23,5"
905,"11,7","13,3","13,3","22,1","22,2","22,5","26,9","20,2"
906,"13,7",14,"13,1","19,7","20,4","21,8","21,3","15,2"
907,"14,8","8,8","9,9","15,2","17,6",17,"20,9","17,7"
908,"10,2","13,3","11,1","14,8","16,2","18,4","18,5","16,6"
909,"14,1","12,1","13,5","15,5",24,"24,8","17,6","12,7"
910,16,"11,4","13,8","20,1","24,6","23,6","19,6","15,2"
911,"13,2","5,4","11,8","21,1","21,7","22,2","22,4","19,9"
912,"6,6","5,3","5,9","17,7","16,8",19,"23,1","17,6"
913,"7,7","7,2","6,2",14,"21,3","21,8","18,8","12,9"
914,"8,9","4,4",9,"18,9","20,4",22,"19,8","14,8"
915,"8,9","11,1","6,1","16,6",18,"19,5","21,7","14,2"
916,"13,3",15,"9,2","15,2","20,6",21,"19,1","13,3"
917,"16,1","13,9","15,5",18,"25,6","27,8","20,4","16,8"
918,15,"12,2",15,"18,6","24,4","25,7","23,4","18,2"
919,"13,6","14,4","13,2","20,3","24,7","29,3","26,7","21,5"
920,"14,1","10,5","14,4","19,2","18,9",19,"24,7","17,3"
921,"12,4","18,1","12,2",17,"18,5","21,3","18,5","16,3"
922,"23,1","12,4","14,1","14,7",27,"28,6","21,5","15,4"
923,"12,5","13,4","13,4","20,8",23,"23,3","28,4","25,7"
924,"14,7","12,7",17,"22,9","25,5","25,7","17,6","15,9"
925,"13,6","13,1","12,7","22,4","24,7","26,3","25,6","21,6"
926,13,"8,2","12,5","19,8","22,4","21,1","24,7",18
927,"10,6","9,2","8,5","17,7","22,4","24,2","22,1","16,3"
928,"10,1","7,2","8,9","17,3","19,3","22,9","22,9","14,7"
929,"8,7","7,9","7,5","16,6",15,"16,8","17,6","12,8"
930,"10,9",10,"8,4","10,3","10,4","11,4","15,3","11,3"
931,"6,3","5,5","6,1","6,7","13,1","14,1","13,8","11,4"
932,"5,3",2,1,"9,7","12,1","12,5","13,2","11,2"
933,"0,1","-2,1","-0,5","8,2","10,1","12,2","12,2","7,9"
934,3,"-0,6","-3,2","6,9","20,8","16,9","11,5",6
935,"14,6","11,7","9,5",18,"22,1","24,1","8,2","5,5"
936,"10,8","6,9","7,8","16,5","22,4",24,21,"15,7"
937,"11,3","9,1","6,7","13,7","24,2","25,2",22,"15,4"
938,"8,4","6,8",7,"18,1",20,"22,6","24,3","16,4"
939,"7,6","4,5",3,"14,2","19,4","20,5","22,2","14,8"
940,"4,4","2,9","-0,3",13,"18,2","18,3",18,"11,7"
941,"1,8",-1,"-1,3","11,4","15,2","16,8","17,1","9,6"
942,"1,6","-1,5","-2,6","10,2","13,8","14,7",16,9
943,"-0,7","-3,6","-3,8","9,9",11,"12,6","14,1","7,3"
944,1,"-1,4",-3,"7,1",8,"9,9","11,9","4,1"
945,"-1,7","-3,1","-5,2","4,1","8,2","9,4","9,5","4,1"
946,"7,1",4,"2,3",6,"14,2","16,1","8,7","3,3"
947,"6,5","4,9","3,2","9,5","8,3","11,2",15,"8,8"
948,"6,9","6,3",5,"4,7","10,8",11,"12,5","9,2"
949,"5,4","4,3","3,6","5,6","8,3","10,7","7,9","7,1"
950,"11,6","9,4","6,6","6,1","22,1","21,4",10,"7,8"
951,"7,9","9,1","7,6","15,1","20,8","22,7","18,8","13,4"
952,"13,4","12,8","11,8","15,5","18,8",20,20,"13,4"
953,"12,5","11,7","10,3","12,1","12,9","15,5","18,8","15,7"
954,5,"3,8","3,4","8,9","12,1","12,8","15,6","13,1"
955,2,"-0,7","-2,5","7,1","8,1","9,8","11,8","6,7"
956,"1,2","0,1","-3,4","1,2","3,2","3,9","9,4","3,5"
957,"1,6","1,3","1,3","2,4",3,"3,6","4,1","2,8"
958,1,"0,9","0,9","1,7","1,1","1,3","2,9","1,5"
959,"2,1","1,6","2,1","3,6","6,7",8,"1,2","0,9"
960,"3,2","-1,2","-2,4","4,2","7,3","8,6","6,8","5,2"
961,0,-1,"-0,9","3,3","11,5","11,3","7,2","4,1"
962,"6,1","6,5","4,7","9,1","11,4",15,"8,7","3,8"
963,"3,8","2,7",1,"2,4","1,2",2,"14,8","9,3"
964,"-3,7","-4,7","-4,4","-2,2","0,3","2,7",3,"3,6"
965,"-2,1","-2,7","-2,3","-1,6",2,"2,4",1,"-2,5"
966,"-2,8","-5,1","-6,3","-1,4","2,4","3,8","0,4","-1,4"
967,"0,7","0,9","0,6","1,8","1,3","1,8","2,8","-1,4"
968,"-1,4",-1,-1,3,"3,2","5,5","1,9","1,5"
969,"-0,4","0,3","0,5","1,1",2,"2,5","4,4","0,8"
970,"1,3","0,9","0,4","0,3","3,7",3,"0,7","-1,6"
971,"0,4","0,2","-0,5","0,6","2,1",3,"1,9","1,4"
972,-1,"-1,4","-1,6","0,7","3,6","4,4","0,4","0,3"
973,"0,4","0,5",0,"0,3","2,1","2,5","2,4","0,3"
974,"-0,2","-0,3","-0,1","0,7","0,8","3,2","1,7","0,9"
975,"-1,1","-1,4","-1,4","-0,7","1,1","2,8","0,7",0
976,"0,8","0,7",0,"-0,1","2,6","2,6","0,3","-1,3"
977,"-0,3","-0,1","0,1","0,7","-0,8","-0,6",2,"1,4"
978,-3,"-2,8","-2,1","-1,4","0,5","-0,3","-0,4","-0,3"
979,"-5,3","-4,9","-5,2",-3,"-3,2","-0,5","-1,4",-2
980,"-8,7","-10,2","-11,3","-8,5","-0,8","-0,6","-2,6",-5
981,"-4,3","-3,8","-3,3","-2,5","1,5","1,5","-3,6","-6,6"
982,0,"0,1",0,"0,8",1,"2,3","-0,1","-1,8"
983,0,"0,6","0,6","1,3",1,"2,2","1,8","0,7"
984,-1,"-0,8","-1,5","-1,2","2,9","3,1",1,"0,3"
985,3,"3,1","2,6","2,5","-0,2","1,6","2,7","0,6"
986,-9,"-8,1","-8,3","-5,7","-4,9","-2,9","2,1","2,6"
987,-6,-10,-13,"-8,9","2,9","2,2","-4,8",-8
988,"2,8","2,6",2,"2,6","2,5","3,5","-0,7","-3,3"
989,"0,1","1,4",1,"1,1","-2,6","-1,9","2,9","2,5"
990,"-4,1","-3,7",-3,-3,"-6,7","-5,1",-1,"-0,2"
991,"-13,4","-13,5","-16,5","-13,2","-1,4","-4,5",-5,"-4,4"
992,"-1,6","-3,2","-2,1","-2,6","-0,3",0,"-7,6","-11,5"
993,"-0,8","-1,1","-1,3","-1,7",-1,"-1,2","-0,4","-0,9"
994,-2,-2,"-2,7","-2,6","0,9","1,3",-1,"-0,7"
995,"-0,2","-0,3","-0,4","-0,1","1,2","0,6","-0,6",-1
996,"0,2","0,3","0,2","0,2","-1,3","-0,2","0,6","0,1"
997,"-4,8","-3,7",-3,"-2,4",-11,"-7,5","0,4","0,7"
998,"-17,5","-19,2",-19,"-17,1","-10,4",-10,"-7,3","-6,8"
999,"-8,9","-9,8","-11,4","-10,9","-7,6","-8,1","-12,1","-15,7"
1000,"-5,3","-6,4","-8,1","-8,4","0,7","-0,6","-8,4","-8,3"
1001,"-0,2","0,3","0,8","0,8","-2,6","-1,3","-2,8","-4,3"
1002,-5,"-4,6","-7,5",-6,"-7,8","-4,5","-0,6","-0,5"
1003,"-7,4",-9,"-11,2",-12,-2,"-1,4","-4,8","-4,8"
1004,"0,7","-0,1","-0,9",-2,"0,5",2,"-3,6","-4,8"
1005,-2,"-2,6","-0,7","0,1",2,2,"1,9","1,9"
1006,"1,1","1,4","1,5","1,6","-3,8",-2,"1,7","-1,4"
1007,"-9,1","-11,4","-12,8","-9,5",-3,-3,"-1,2","0,1"
1008,0,"-1,4","-3,4","-3,8","-3,5","-1,6","-7,3",-9
1009,"-4,5","-5,1","-4,8","-4,4","-2,3",-1,"1,4","1,1"
1010,"-4,8","-4,5",-3,"-2,7","-5,4","-4,1",-3,-4
1011,"-6,9",-7,"-6,8","-6,6","-5,7","-5,5","-4,4","-4,4"
1012,"-5,1","-5,3","-5,4","-5,3","-6,8","-5,8","-5,9","-6,5"
1013,"-6,7","-8,3","-9,4","-8,7","-0,5","-0,3","-5,1","-5,1"
1014,"-2,9","-3,1","-3,4",-3,"-1,7","-2,3","-1,8","-4,3"
1015,"-2,5","-2,2","-2,5",-1,"1,7","0,3","-2,4","-2,5"
1016,"0,1",0,"-0,1","0,8","1,5","1,8",0,"-2,7"
1017,"-0,4","-0,3","0,3","0,9",1,"1,2",1,"0,7"
1018,"-3,9","-2,5","-0,9",0,"-8,5","-6,2","0,6","-0,2"
1019,"-9,1","-11,4",-13,"-11,7","-9,3","-7,3","-5,7","-4,5"
1020,"-8,6","-8,7","-9,5","-10,9","-9,8","-8,9","-8,3","-8,8"
1021,"-9,6","-10,1","-10,8",-12,"-7,2","-6,5","-8,8","-7,4"
1022,"-5,9","-6,3","-6,5","-7,1","-4,6","-4,1",-7,"-7,2"
1023,"-7,4","-6,7","-6,3","-5,6","-7,4","-6,4","-4,5","-5,1"
1024,"-7,7","-8,5","-8,6","-8,8","-3,3","-4,6","-6,6","-7,8"
1025,"-7,8","-6,3","-4,8","-3,5","-12,5","-10,9","-6,2","-7,4"
1026,"-10,6","-11,5","-12,3","-12,9",-11,"-10,8","-9,6","-8,6"
1027,"-25,7","-25,3","-22,9","-13,9","-18,3","-16,5",-11,"-10,1"
1028,-17,-22,"-20,9","-20,5","-10,4","-9,5","-20,7","-23,7"
1029,"-19,3","-16,3","-14,5","-10,8","-20,6","-17,5","-9,6","-12,2"
1030,"-21,4","-23,2","-24,8","-24,6","-13,6",-14,"-19,8","-22,8"
1031,"-10,9","-11,2",-13,"-14,7","-7,1","-6,6","-17,3","-19,3"
1032,"-9,5","-10,5","-9,6","-7,9","-9,5","-7,8","-6,6","-9,9"
1033,"-7,4",-9,"-10,6","-13,1","-0,9","-2,1","-7,2","-8,8"
1034,"0,7","0,8",1,1,"-1,5","-0,6","-7,8","-8,3"
1035,"-6,2","-4,9","-3,4","-2,8","-7,2","-5,6","-0,6","0,3"
1036,"-7,1","-6,1","-7,5","-6,7","-3,8","-4,2","-6,9","-6,9"
1037,"-3,3","-4,1","-4,5","-4,8","0,6","1,4","-6,5","-6,6"
1038,-6,"-4,5","-1,8","-0,7","-3,3",-3,"-0,4","-2,6"
1039,"-4,8","-4,5","-4,2","-3,7",-9,"-7,3","-3,4",-5
1040,"-12,3","-11,8","-12,1",-11,"-8,8","-11,4","-6,1",-6
1041,"-9,9","-10,1","-9,9","-9,8","-7,5","-6,8","-14,5","-13,9"
1042,"-9,5",-9,"-8,5","-8,5","-8,8","-8,4","-8,9","-9,8"
1043,"-6,6","-7,2","-7,9","-8,7","-8,4",-7,"-10,2","-9,7"
1044,"-14,6","-12,5","-11,4","-10,5",-14,"-13,8","-7,1","-6,8"
1045,"-16,5","-16,7","-13,4","-14,1","-9,2","-10,3","-18,3","-17,8"
1046,"-15,7","-12,5","-9,7","-9,5","-5,8","-8,9","-11,2","-16,8"
1047,"-5,7",-6,"-6,2","-6,2","-4,4","-5,2","-12,6","-16,5"
1048,"-3,8","-4,7","-4,7","-4,2","-3,6","-2,9","-7,5","-6,4"
1049,"-3,9","-4,3","-4,5","-4,6","-4,6",-3,"-3,3","-3,5"
1050,"-3,2","-3,3","-3,5","-4,2","-5,1","-3,9","-3,3","-3,6"
1051,"-7,1","-6,8","-6,5","-6,9",-9,"-8,7","-3,6","-4,1"
1052,"-10,2","-10,6","-10,5","-9,9","-9,6","-9,3","-8,6","-7,9"
1053,-11,"-11,8","-11,8","-11,4","-8,3","-8,8","-10,5","-10,5"
1054,"-9,1","-9,5","-9,6","-9,4","-9,3","-8,4","-8,9",-9
1055,"-11,9","-11,4","-11,2","-10,8","-11,2","-11,6","-9,2","-9,2"
1056,"-9,2","-10,1","-10,1","-10,3","-6,3","-6,4","-13,7","-13,8"
1057,"-6,5","-8,4",-7,"-7,5","-4,8","-4,3","-6,9","-10,9"
1058,"-3,8","-5,8","-6,4","-5,6","-1,8","-1,2","-4,5","-4,9"
1059,"-3,1","-2,3","-2,9","-2,6","0,8","0,5","-0,9","-2,2"
1060,-3,"-2,5","-2,7","-1,9","-6,2","-5,2","-1,7","-3,7"
1061,-10,"-9,4","-8,7","-7,4","-8,8","-8,7","-5,5","-3,8"
1062,"-11,5","-11,2","-10,6","-9,5","-10,2","-9,4","-9,9","-10,6"
1063,"-12,9","-15,3",-16,"-14,9","-9,8","-9,4","-10,4","-10,6"
1064,-17,"-13,2","-12,3","-11,7","-8,5","-9,9","-10,6","-11,1"
1065,"-6,7","-6,5","-6,2","-7,2","-8,6","-7,1","-12,5","-14,4"
1066,-13,"-12,9","-12,1","-10,9","-10,4","-10,9","-6,8","-6,8"
1067,-10,-10,"-10,5","-10,8","-7,3","-8,3",-12,"-13,9"
1068,"-5,1","-5,9","-5,9","-7,2","-2,1",-2,"-9,4","-10,5"
1069,"-5,3",-3,-3,"-2,6","-4,1","-3,8","-3,6","-4,3"
1070,"-3,1","-3,5","-3,8","-4,8","-2,6","-2,5","-5,2","-7,2"
1071,"-2,5","-3,1","-3,3","-3,5","0,1","-0,5","-2,7","-2,8"
1072,"-2,7",-2,-2,"-0,9","-1,5","-1,6","-1,3","-1,9"
1073,"-1,2","-1,6","-2,7","-2,5","0,7","0,9","-2,5","-2,6"
1074,"-1,2","-0,6","-0,4","-0,4","-4,6","-3,4","0,4","0,7"
1075,"-6,2",-6,"-5,1","-6,4",-5,"-4,4",-3,"-2,1"
1076,"-5,7","-5,9","-6,1","-6,4","-4,7",-4,"-5,1","-5,6"
1077,"-4,7","-5,2","-5,5","-5,5","-2,3","-2,8","-4,8","-5,6"
1078,"-3,2","-3,9","-3,2","-2,9",-3,"-1,4","-3,9","-4,4"
1079,"-3,4","-2,5","-2,2","-3,8","-4,4",-5,"-1,3","-1,9"
1080,"-8,1","-7,1","-6,7","-6,6",-6,"-6,9","-5,4","-4,8"
1081,"-3,5","-3,3","-3,6","-5,3","-4,2","-3,7","-6,8","-8,8"
1082,"-4,6","-5,3","-5,7","-5,4","-8,2",-13,"-3,5","-3,8"
1083,"-10,9","-11,8","-13,7","-13,4","-8,9","-8,6","-5,4","-5,2"
1084,-11,"-12,8","-13,9","-14,8","-9,3","-8,4","-9,5","-11,5"
1085,"-6,5",-12,"-13,8","-11,4","-9,1","-6,7","-12,8","-12,4"
1086,"-12,5","-11,2","-9,7","-12,7","-4,1","-2,2","-9,1","-6,2"
1087,"-3,9","-4,3","-7,6","-9,9","-3,1","-2,3","-6,5","-10,9"
1088,"-3,8","-4,7","-4,6","-4,2","-3,8","-3,2","-2,7","-3,1"
1089,"-3,7",-4,"-4,3","-4,2","-2,7","-2,5","-3,4","-3,7"
1090,-10,"-8,1",-8,"-4,3","-2,7","-2,3","-2,7","-3,2"
1091,"-1,3","-1,4","-3,5","-4,3","-1,9","-1,4",-7,"-7,6"
1092,"-3,8",-6,"-5,2",-4,"-1,4","-1,6","-1,2","-1,2"
1093,"-2,1","-2,9","-2,8","-2,8","-0,3","0,6","-1,9","-1,7"
1094,"0,1",-1,"-0,6","-0,3","0,2","1,8","-0,8","-1,3"
1095,"-2,2","-3,7","-4,7","-3,2","1,6","1,4","0,8","0,2"
1096,"-5,7","-7,1","-6,1","-3,5","-0,9","4,2","-1,6","0,2"
1097,"-9,4","-14,8","-14,9","-12,2","-2,3","2,7","-1,8","-4,6"
1098,"-6,2","-8,4","-12,4","-11,3","-1,5","0,3","-2,2","-8,2"
1099,"-5,3","-7,6",-8,"-7,1","-2,7","-0,1","-2,8","-4,7"
1100,"-7,7","-8,7","-10,3","-9,4","-3,6","-1,9","-3,2","-4,1"
1101,"-8,4","-9,7","-11,8","-9,4","-3,5","-2,8","-4,9","-7,2"
1102,"-7,3",-8,"-9,1","-8,4","-3,3","-2,8","-5,9","-7,7"
1103,"0,4","-1,2","-2,5",-5,"2,6","2,7",-5,"-6,6"
1104,1,"1,1","1,2","1,6","2,1","2,3","1,6","1,4"
1105,"1,7","1,6","1,5","1,6","2,8","2,5","1,7","1,3"
1106,"-0,1","1,3","2,1","2,5","3,1","3,4","2,3","1,9"
1107,"1,7","1,2","1,7","2,2","2,6","2,3","2,6","1,9"
1108,"4,1","3,5","3,1","2,5","4,1","4,7","2,4",2
1109,"6,5","5,1","4,6",4,7,"8,7",4,"3,8"
1110,"6,4","6,4","5,8",6,"5,4","7,5","7,5",7
1111,"2,1","0,8","0,9",2,"4,7","7,6","5,7","6,3"
1112,"-0,3","-1,5","-1,7",0,"3,4","4,9","3,9","2,8"
1113,"-2,9","-3,7","-3,9","-2,2","-0,1",1,"1,5","-0,1"
1114,"-1,2","-2,3","-2,8","-2,8","-0,4","-0,1","-1,5","-2,4"
1115,"1,3","-0,3","-0,7","-0,9","6,7","6,4","-0,5","-0,7"
1116,"6,3","6,2",5,"5,4","10,7","11,5","3,9","2,7"
1117,"3,5","4,8","6,5","9,5","4,5","4,7","10,6","8,6"
1118,"-1,2","-0,9","0,2","2,4","3,8","4,7","3,4","2,2"
1119,"4,6","3,7","3,1",3,7,"6,4","0,8","-0,1"
1120,"7,8","6,7","6,5","5,9","6,7","7,4","5,4","5,1"
1121,"6,9","6,8","6,2","6,5","6,9","8,8","8,8","8,2"
1122,"9,2","8,5","8,1","8,5","7,9","8,1","7,8","6,7"
1123,"0,7","-0,7","-2,8","0,6","8,7","9,6","7,3","7,5"
1124,"2,6","0,1","-0,8","1,1","13,4","14,9","6,7","2,7"
1125,"7,4","7,6","5,8","4,5","17,9","19,8","10,5","4,4"
1126,"6,9","5,9","5,5","8,2","15,6","18,5","13,9","8,9"
1127,"3,8","2,1","0,6","5,1",17,"19,3","12,9","8,3"
